time,total_length,FPS,behavior,behavioral_category,status,participantID,block
22.505,103.170,18.84,l_base,Base,START,19,3
23.301,103.170,18.84,BC,BrickClick,POINT,19,3
23.301,103.170,18.84,u_4r_2,4Red,STOP,19,3
23.355,103.170,18.84,l_base,Base,STOP,19,3
23.408,103.170,18.84,l_4yr_3,4YellowRound,POINT,19,3
23.514,103.170,18.84,l_4yr_4,4YellowRound,POINT,19,3
24.257,103.170,18.84,l_3_om,3Orange,POINT,19,3
24.735,103.170,18.84,remove,Remove,POINT,19,3
24.947,103.170,18.84,l_base,Base,START,19,3
24.947,103.170,18.84,u_2dr_2,2DarkRed,START,19,3
25.000,103.170,18.84,u_base,Base,STOP,19,3
25.053,103.170,18.84,l_2dr_2,2DarkRed,POINT,19,3
27.548,103.170,18.84,BC,BrickClick,POINT,19,3
27.548,103.170,18.84,u_2dr_2,2DarkRed,STOP,19,3
29.246,103.170,18.84,BC,BrickClick,POINT,19,3
29.830,103.170,18.84,u_base,Base,START,19,3
32.113,103.170,18.84,BC,BrickClick,POINT,19,3
36.146,103.170,18.84,l_base,Base,STOP,19,3
36.253,103.170,18.84,BC,BrickClick,POINT,19,3
36.253,103.170,18.84,l_4yr_4,4YellowRound,POINT,19,3
36.518,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
36.624,103.170,18.84,l_4yr_3,4YellowRound,POINT,19,3
37.261,103.170,18.84,l_base,Base,START,19,3
37.367,103.170,18.84,u_4yr_3,4YellowRound,START,19,3
38.907,103.170,18.84,BC,BrickClick,POINT,19,3
39.703,103.170,18.84,u_4yr_3,4YellowRound,STOP,19,3
40.393,103.170,18.84,l_base,Base,STOP,19,3
40.446,103.170,18.84,l_4yr_4,4YellowRound,POINT,19,3
41.242,103.170,18.84,u_4yr_4,4YellowRound,START,19,3
41.348,103.170,18.84,l_base,Base,START,19,3
41.720,103.170,18.84,l_4yr_4,4YellowRound,POINT,19,3
41.720,103.170,18.84,l_base,Base,STOP,19,3
42.251,103.170,18.84,l_base,Base,START,19,3
47.824,103.170,18.84,BC,BrickClick,POINT,19,3
47.824,103.170,18.84,u_4yr_4,4YellowRound,STOP,19,3
48.301,103.170,18.84,u_4yr_2,4YellowRound,START,19,3
49.682,103.170,18.84,BC,BrickClick,POINT,19,3
49.894,103.170,18.84,u_4yr_2,4YellowRound,STOP,19,3
50.690,103.170,18.84,u_4yr_1,4YellowRound,START,19,3
52.335,103.170,18.84,BC,BrickClick,POINT,19,3
52.760,103.170,18.84,u_4yr_1,4YellowRound,STOP,19,3
52.866,103.170,18.84,l_base,Base,STOP,19,3
53.397,103.170,18.84,l_3_om,3Orange,POINT,19,3
53.503,103.170,18.84,l_3_os,3Orange,POINT,19,3
53.662,103.170,18.84,l_3_om,3Orange,POINT,19,3
53.875,103.170,18.84,u_3_os,3Orange,START,19,3
53.981,103.170,18.84,l_base,Base,START,19,3
54.193,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
54.193,103.170,18.84,l_base,Base,STOP,19,3
54.299,103.170,18.84,l_base,Base,START,19,3
55.308,103.170,18.84,l_base,Base,STOP,19,3
55.361,103.170,18.84,l_3_ob,3Orange,POINT,19,3
55.414,103.170,18.84,BC,BrickClick,POINT,19,3
55.573,103.170,18.84,l_3_om,3Orange,POINT,19,3
55.679,103.170,18.84,u_3_os,3Orange,STOP,19,3
56.104,103.170,18.84,l_base,Base,START,19,3
56.157,103.170,18.84,u_3_om,3Orange,START,19,3
58.121,103.170,18.84,l_base,Base,STOP,19,3
58.333,103.170,18.84,l_3_ob,3Orange,POINT,19,3
58.333,103.170,18.84,u_3_om,3Orange,STOP,19,3
58.546,103.170,18.84,l_3_ob,3Orange,POINT,19,3
58.546,103.170,18.84,l_base,Base,START,19,3
59.926,103.170,18.84,BC,BrickClick,POINT,19,3
59.926,103.170,18.84,l_base,Base,STOP,19,3
60.085,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
60.563,103.170,18.84,l_3_om,3Orange,POINT,19,3
60.669,103.170,18.84,l_base,Base,START,19,3
61.465,103.170,18.84,u_3_om,3Orange,START,19,3
62.208,103.170,18.84,BC,BrickClick,POINT,19,3
62.314,103.170,18.84,l_base,Base,STOP,19,3
62.367,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
62.367,103.170,18.84,u_3_om,3Orange,STOP,19,3
62.633,103.170,18.84,l_base,Base,START,19,3
62.633,103.170,18.84,u_2dr_1,2DarkRed,START,19,3
63.217,103.170,18.84,u_2dr_1,2DarkRed,STOP,19,3
64.172,103.170,18.84,remove,Remove,POINT,19,3
64.544,103.170,18.84,u_2dr_1,2DarkRed,START,19,3
64.703,103.170,18.84,u_2dr_1,2DarkRed,STOP,19,3
65.924,103.170,18.84,Acc,Accidents,START,19,3
69.533,103.170,18.84,BC,BrickClick,POINT,19,3
72.452,103.170,18.84,BC,BrickClick,POINT,19,3
72.930,103.170,18.84,l_base,Base,STOP,19,3
72.930,103.170,18.84,l_conf,Configuration,POINT,19,3
73.779,103.170,18.84,u_conf,Configuration,START,19,3
74.363,103.170,18.84,l_base,Base,START,19,3
75.955,103.170,18.84,BC,BrickClick,POINT,19,3
79.299,103.170,18.84,BC,BrickClick,POINT,19,3
79.830,103.170,18.84,u_conf,Configuration,STOP,19,3
80.361,103.170,18.84,l_conf,Configuration,POINT,19,3
81.263,103.170,18.84,u_conf,Configuration,START,19,3
82.113,103.170,18.84,BC,BrickClick,POINT,19,3
86.571,103.170,18.84,u_conf,Configuration,STOP,19,3
86.624,103.170,18.84,Acc,Accidents,STOP,19,3
87.155,103.170,18.84,u_3_om,3Orange,START,19,3
87.208,103.170,18.84,l_base,Base,STOP,19,3
87.261,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
87.473,103.170,18.84,u_3_om,3Orange,STOP,19,3
87.527,103.170,18.84,l_2dr_1,2DarkRed,POINT,19,3
87.739,103.170,18.84,l_base,Base,START,19,3
88.323,103.170,18.84,l_base,Base,STOP,19,3
88.641,103.170,18.84,l_1t,1transparent,POINT,19,3
89.066,103.170,18.84,l_base,Base,START,19,3
89.809,103.170,18.84,l_1t,1transparent,POINT,19,3
89.809,103.170,18.84,l_base,Base,STOP,19,3
91.189,103.170,18.84,l_base,Base,START,19,3
91.401,103.170,18.84,u_1t,1transparent,START,19,3
92.410,103.170,18.84,BC,BrickClick,POINT,19,3
92.516,103.170,18.84,l_base,Base,STOP,19,3
92.569,103.170,18.84,u_1t,1transparent,STOP,19,3
93.577,103.170,18.84,l_base,Base,START,19,3
93.577,103.170,18.84,u_2dr_1,2DarkRed,START,19,3
96.019,103.170,18.84,BC,BrickClick,POINT,19,3
96.497,103.170,18.84,u_2dr_1,2DarkRed,STOP,19,3
97.240,103.170,18.84,u_3_om,3Orange,START,19,3
98.938,103.170,18.84,BC,BrickClick,POINT,19,3
99.204,103.170,18.84,u_3_om,3Orange,STOP,19,3
99.894,103.170,18.84,l_base,Base,STOP,19,3
99.894,103.170,18.84,u_base,Base,STOP,19,3
0.843,73.110,21.35,l_4r_1,4Red,POINT,24,1
1.077,73.110,21.35,l_2dr_1,2DarkRed,POINT,24,1
1.358,73.110,21.35,l_3_ob,3Orange,POINT,24,1
1.639,73.110,21.35,l_2dr_2,2DarkRed,POINT,24,1
1.874,73.110,21.35,l_4yr_1,4YellowRound,POINT,24,1
2.155,73.110,21.35,l_1t,1transparent,POINT,24,1
2.155,73.110,21.35,l_3_os,3Orange,POINT,24,1
2.576,73.110,21.35,l_4yr_1,4YellowRound,POINT,24,1
2.904,73.110,21.35,l_4r_2,4Red,POINT,24,1
3.653,73.110,21.35,l_1t,1transparent,POINT,24,1
4.169,73.110,21.35,l_4r_3,4Red,POINT,24,1
4.450,73.110,21.35,l_4r_1,4Red,POINT,24,1
4.637,73.110,21.35,l_4r_4,4Red,POINT,24,1
4.778,73.110,21.35,l_4r_2,4Red,POINT,24,1
5.340,73.110,21.35,l_4r_3,4Red,POINT,24,1
5.433,73.110,21.35,l_4r_2,4Red,POINT,24,1
6.323,73.110,21.35,l_2dr_1,2DarkRed,POINT,24,1
6.464,73.110,21.35,l_4yr_2,4YellowRound,POINT,24,1
6.792,73.110,21.35,l_4r_1,4Red,POINT,24,1
6.979,73.110,21.35,l_4yr_2,4YellowRound,POINT,24,1
7.166,73.110,21.35,l_4r_1,4Red,POINT,24,1
7.635,73.110,21.35,l_4r_3,4Red,POINT,24,1
7.775,73.110,21.35,l_4r_2,4Red,POINT,24,1
7.963,73.110,21.35,l_4yr_1,4YellowRound,POINT,24,1
9.133,73.110,21.35,l_4r_3,4Red,POINT,24,1
9.555,73.110,21.35,l_3_ob,3Orange,POINT,24,1
9.649,73.110,21.35,l_4yr_1,4YellowRound,POINT,24,1
9.836,73.110,21.35,l_4r_1,4Red,POINT,24,1
10.070,73.110,21.35,l_1t,1transparent,POINT,24,1
10.492,73.110,21.35,l_3_ob,3Orange,POINT,24,1
10.773,73.110,21.35,l_3_os,3Orange,POINT,24,1
10.913,73.110,21.35,l_2dr_2,2DarkRed,POINT,24,1
11.194,73.110,21.35,l_4yr_3,4YellowRound,POINT,24,1
11.756,73.110,21.35,l_4yr_1,4YellowRound,POINT,24,1
12.037,73.110,21.35,l_3_os,3Orange,POINT,24,1
12.272,73.110,21.35,l_4r_3,4Red,POINT,24,1
12.600,73.110,21.35,l_4yr_2,4YellowRound,POINT,24,1
12.881,73.110,21.35,l_4r_3,4Red,POINT,24,1
13.255,73.110,21.35,l_4r_2,4Red,POINT,24,1
13.489,73.110,21.35,l_3_os,3Orange,POINT,24,1
13.958,73.110,21.35,l_4r_1,4Red,POINT,24,1
14.052,73.110,21.35,u_4r_3,4Red,START,24,1
14.379,73.110,21.35,l_4r_4,4Red,POINT,24,1
15.129,73.110,21.35,u_4r_4,4Red,START,24,1
15.831,73.110,21.35,u_4r_4,4Red,STOP,24,1
15.925,73.110,21.35,l_4r_4,4Red,POINT,24,1
15.972,73.110,21.35,l_3_ob,3Orange,POINT,24,1
15.972,73.110,21.35,u_4r_3,4Red,STOP,24,1
16.066,73.110,21.35,u_2dr_2,2DarkRed,START,24,1
16.300,73.110,21.35,l_2dr_2,2DarkRed,POINT,24,1
16.487,73.110,21.35,l_3_os,3Orange,POINT,24,1
16.862,73.110,21.35,l_4r_2,4Red,POINT,24,1
17.283,73.110,21.35,l_3_ob,3Orange,POINT,24,1
17.611,73.110,21.35,u_2dr_1,2DarkRed,START,24,1
17.799,73.110,21.35,l_2dr_2,2DarkRed,POINT,24,1
18.080,73.110,21.35,l_4r_3,4Red,POINT,24,1
18.220,73.110,21.35,l_3_om,3Orange,POINT,24,1
18.595,73.110,21.35,l_3_os,3Orange,POINT,24,1
18.923,73.110,21.35,l_4yr_2,4YellowRound,POINT,24,1
19.344,73.110,21.35,l_3_ob,3Orange,POINT,24,1
19.859,73.110,21.35,u_3_ob,3Orange,START,24,1
19.906,73.110,21.35,l_2dr_1,2DarkRed,POINT,24,1
21.639,73.110,21.35,l_3_os,3Orange,POINT,24,1
21.686,73.110,21.35,l_1t,1transparent,POINT,24,1
22.155,73.110,21.35,l_4r_1,4Red,POINT,24,1
22.529,73.110,21.35,l_4yr_4,4YellowRound,POINT,24,1
23.185,73.110,21.35,l_4yr_1,4YellowRound,POINT,24,1
23.607,73.110,21.35,l_1t,1transparent,POINT,24,1
24.028,73.110,21.35,l_4yr_1,4YellowRound,POINT,24,1
25.340,73.110,21.35,BC,BrickClick,POINT,24,1
25.340,73.110,21.35,u_2dr_2,2DarkRed,STOP,24,1
25.621,73.110,21.35,l_1t,1transparent,POINT,24,1
25.855,73.110,21.35,l_4r_1,4Red,POINT,24,1
26.698,73.110,21.35,BC,BrickClick,POINT,24,1
26.698,73.110,21.35,u_2dr_1,2DarkRed,STOP,24,1
26.698,73.110,21.35,u_3_ob,3Orange,STOP,24,1
26.979,73.110,21.35,l_4r_1,4Red,POINT,24,1
27.119,73.110,21.35,u_base,Base,START,24,1
27.494,73.110,21.35,u_4r_1,4Red,START,24,1
27.541,73.110,21.35,l_base,Base,START,24,1
29.508,73.110,21.35,l_base,Base,STOP,24,1
29.696,73.110,21.35,BC,BrickClick,POINT,24,1
29.696,73.110,21.35,u_4r_1,4Red,STOP,24,1
30.351,73.110,21.35,u_4yr_2,4YellowRound,START,24,1
32.553,73.110,21.35,BC,BrickClick,POINT,24,1
33.115,73.110,21.35,l_1t,1transparent,POINT,24,1
33.162,73.110,21.35,u_4yr_2,4YellowRound,STOP,24,1
33.443,73.110,21.35,l_4r_3,4Red,POINT,24,1
33.630,73.110,21.35,u_4yr_3,4YellowRound,START,24,1
33.724,73.110,21.35,u_4yr_3,4YellowRound,STOP,24,1
34.145,73.110,21.35,u_4r_4,4Red,START,24,1
38.595,73.110,21.35,BC,BrickClick,POINT,24,1
38.595,73.110,21.35,u_4r_4,4Red,STOP,24,1
40.094,73.110,21.35,l_4r_2,4Red,POINT,24,1
40.141,73.110,21.35,u_4r_3,4Red,START,24,1
40.703,73.110,21.35,l_4r_3,4Red,POINT,24,1
42.436,73.110,21.35,BC,BrickClick,POINT,24,1
42.529,73.110,21.35,u_4r_3,4Red,STOP,24,1
43.091,73.110,21.35,u_4r_2,4Red,START,24,1
45.761,73.110,21.35,l_3_os,3Orange,POINT,24,1
46.323,73.110,21.35,l_4yr_3,4YellowRound,POINT,24,1
46.698,73.110,21.35,BC,BrickClick,POINT,24,1
46.698,73.110,21.35,u_4r_2,4Red,STOP,24,1
47.166,73.110,21.35,u_4yr_3,4YellowRound,START,24,1
47.400,73.110,21.35,l_4yr_1,4YellowRound,POINT,24,1
49.180,73.110,21.35,BC,BrickClick,POINT,24,1
49.180,73.110,21.35,u_4yr_3,4YellowRound,STOP,24,1
49.555,73.110,21.35,l_4yr_1,4YellowRound,POINT,24,1
50.164,73.110,21.35,u_4yr_1,4YellowRound,START,24,1
51.663,73.110,21.35,l_base,Base,START,24,1
51.850,73.110,21.35,l_4yr_1,4YellowRound,POINT,24,1
51.850,73.110,21.35,l_base,Base,STOP,24,1
53.208,73.110,21.35,BC,BrickClick,POINT,24,1
53.489,73.110,21.35,u_4yr_1,4YellowRound,STOP,24,1
54.005,73.110,21.35,u_3_om,3Orange,START,24,1
54.660,73.110,21.35,l_3_om,3Orange,POINT,24,1
55.457,73.110,21.35,l_base,Base,START,24,1
55.644,73.110,21.35,l_base,Base,STOP,24,1
57.518,73.110,21.35,l_4yr_4,4YellowRound,POINT,24,1
57.752,73.110,21.35,BC,BrickClick,POINT,24,1
57.752,73.110,21.35,u_3_om,3Orange,STOP,24,1
58.080,73.110,21.35,u_1t,1transparent,START,24,1
60.328,73.110,21.35,BC,BrickClick,POINT,24,1
60.562,73.110,21.35,u_1t,1transparent,STOP,24,1
60.796,73.110,21.35,u_3_os,3Orange,START,24,1
61.265,73.110,21.35,l_base,Base,START,24,1
61.499,73.110,21.35,l_base,Base,STOP,24,1
61.639,73.110,21.35,u_3_os,3Orange,STOP,24,1
61.920,73.110,21.35,l_4yr_4,4YellowRound,POINT,24,1
62.061,73.110,21.35,u_4yr_4,4YellowRound,START,24,1
62.342,73.110,21.35,l_base,Base,START,24,1
67.494,73.110,21.35,BC,BrickClick,POINT,24,1
67.728,73.110,21.35,l_base,Base,STOP,24,1
67.822,73.110,21.35,u_4yr_4,4YellowRound,STOP,24,1
67.869,73.110,21.35,l_3_om,3Orange,POINT,24,1
67.963,73.110,21.35,u_3_os,3Orange,START,24,1
68.103,73.110,21.35,l_base,Base,START,24,1
70.351,73.110,21.35,BC,BrickClick,POINT,24,1
70.913,73.110,21.35,l_base,Base,STOP,24,1
70.913,73.110,21.35,u_3_os,3Orange,STOP,24,1
72.365,73.110,21.35,u_base,Base,STOP,24,1
0.048,78.860,21.05,l_3_os,3Orange,POINT,24,2
1.045,78.860,21.05,l_4r_1,4Red,POINT,24,2
2.423,78.860,21.05,l_3_os,3Orange,POINT,24,2
2.755,78.860,21.05,l_4r_2,4Red,POINT,24,2
2.945,78.860,21.05,l_2dr_1,2DarkRed,POINT,24,2
3.610,78.860,21.05,l_4r_1,4Red,POINT,24,2
5.321,78.860,21.05,l_3_os,3Orange,POINT,24,2
5.558,78.860,21.05,l_4r_2,4Red,POINT,24,2
6.081,78.860,21.05,l_3_os,3Orange,POINT,24,2
7.078,78.860,21.05,l_4r_3,4Red,POINT,24,2
7.411,78.860,21.05,l_3_os,3Orange,POINT,24,2
7.933,78.860,21.05,l_2dr_1,2DarkRed,POINT,24,2
8.219,78.860,21.05,l_4r_2,4Red,POINT,24,2
8.409,78.860,21.05,l_4r_1,4Red,POINT,24,2
9.834,78.860,21.05,l_2dr_1,2DarkRed,POINT,24,2
10.784,78.860,21.05,u_2dr_1,2DarkRed,START,24,2
11.734,78.860,21.05,l_4r_3,4Red,POINT,24,2
11.971,78.860,21.05,l_3_os,3Orange,POINT,24,2
12.162,78.860,21.05,l_4r_1,4Red,POINT,24,2
12.494,78.860,21.05,l_4r_3,4Red,POINT,24,2
13.112,78.860,21.05,u_4r_3,4Red,START,24,2
13.872,78.860,21.05,l_3_om,3Orange,POINT,24,2
14.204,78.860,21.05,l_3_os,3Orange,POINT,24,2
14.679,78.860,21.05,l_4r_2,4Red,POINT,24,2
15.107,78.860,21.05,l_3_om,3Orange,POINT,24,2
16.817,78.860,21.05,u_4r_3,4Red,STOP,24,2
17.340,78.860,21.05,l_2dr_1,2DarkRed,POINT,24,2
17.340,78.860,21.05,u_2dr_2,2DarkRed,START,24,2
18.290,78.860,21.05,l_3_os,3Orange,POINT,24,2
18.527,78.860,21.05,l_4r_1,4Red,POINT,24,2
18.765,78.860,21.05,l_1t,1transparent,POINT,24,2
19.335,78.860,21.05,l_3_om,3Orange,POINT,24,2
19.525,78.860,21.05,l_4r_1,4Red,POINT,24,2
19.667,78.860,21.05,u_3_ob,3Orange,START,24,2
20.665,78.860,21.05,l_2dr_1,2DarkRed,POINT,24,2
23.135,78.860,21.05,BC,BrickClick,POINT,24,2
23.135,78.860,21.05,u_2dr_2,2DarkRed,STOP,24,2
23.610,78.860,21.05,l_2dr_1,2DarkRed,POINT,24,2
25.226,78.860,21.05,l_3_om,3Orange,POINT,24,2
25.321,78.860,21.05,BC,BrickClick,POINT,24,2
25.321,78.860,21.05,u_2dr_1,2DarkRed,STOP,24,2
25.416,78.860,21.05,u_3_ob,3Orange,STOP,24,2
25.416,78.860,21.05,u_base,Base,START,24,2
25.606,78.860,21.05,l_base,Base,START,24,2
25.606,78.860,21.05,u_3_om,3Orange,START,24,2
26.318,78.860,21.05,l_base,Base,STOP,24,2
26.841,78.860,21.05,BC,BrickClick,POINT,24,2
26.888,78.860,21.05,u_3_om,3Orange,STOP,24,2
27.031,78.860,21.05,u_1t,1transparent,START,24,2
28.694,78.860,21.05,l_base,Base,START,24,2
28.836,78.860,21.05,BC,BrickClick,POINT,24,2
28.836,78.860,21.05,u_1t,1transparent,STOP,24,2
29.644,78.860,21.05,u_4r_3,4Red,START,24,2
31.544,78.860,21.05,BC,BrickClick,POINT,24,2
31.544,78.860,21.05,u_4r_3,4Red,STOP,24,2
31.734,78.860,21.05,l_base,Base,STOP,24,2
32.114,78.860,21.05,u_4r_4,4Red,START,24,2
32.257,78.860,21.05,l_base,Base,START,24,2
32.874,78.860,21.05,remove,Remove,POINT,24,2
35.249,78.860,21.05,BC,BrickClick,POINT,24,2
35.249,78.860,21.05,u_4r_4,4Red,STOP,24,2
35.534,78.860,21.05,u_4r_4,4Red,START,24,2
37.530,78.860,21.05,u_4r_4,4Red,STOP,24,2
37.577,78.860,21.05,BC,BrickClick,POINT,24,2
37.720,78.860,21.05,l_base,Base,STOP,24,2
37.910,78.860,21.05,l_4r_2,4Red,POINT,24,2
38.195,78.860,21.05,u_4r_2,4Red,START,24,2
38.480,78.860,21.05,l_base,Base,START,24,2
40.523,78.860,21.05,BC,BrickClick,POINT,24,2
40.950,78.860,21.05,l_base,Base,STOP,24,2
40.950,78.860,21.05,u_4r_2,4Red,STOP,24,2
41.045,78.860,21.05,l_4r_1,4Red,POINT,24,2
41.188,78.860,21.05,l_base,Base,START,24,2
41.188,78.860,21.05,u_4r_1,4Red,START,24,2
43.040,78.860,21.05,remove,Remove,POINT,24,2
44.751,78.860,21.05,BC,BrickClick,POINT,24,2
48.646,78.860,21.05,BC,BrickClick,POINT,24,2
49.121,78.860,21.05,u_4r_1,4Red,STOP,24,2
50.404,78.860,21.05,remove,Remove,POINT,24,2
51.354,78.860,21.05,remove,Remove,POINT,24,2
51.639,78.860,21.05,l_3_ob,3Orange,POINT,24,2
53.967,78.860,21.05,BC,BrickClick,POINT,24,2
55.867,78.860,21.05,BC,BrickClick,POINT,24,2
56.295,78.860,21.05,l_base,Base,STOP,24,2
56.390,78.860,21.05,l_4yr_1,4YellowRound,POINT,24,2
56.770,78.860,21.05,l_base,Base,START,24,2
56.912,78.860,21.05,u_4yr_1,4YellowRound,START,24,2
59.810,78.860,21.05,BC,BrickClick,POINT,24,2
60.238,78.860,21.05,u_4yr_1,4YellowRound,STOP,24,2
62.138,78.860,21.05,u_4yr_2,4YellowRound,START,24,2
62.375,78.860,21.05,l_base,Base,STOP,24,2
62.518,78.860,21.05,l_4yr_3,4YellowRound,POINT,24,2
62.660,78.860,21.05,l_base,Base,START,24,2
63.610,78.860,21.05,BC,BrickClick,POINT,24,2
63.610,78.860,21.05,u_4yr_2,4YellowRound,STOP,24,2
63.753,78.860,21.05,l_base,Base,STOP,24,2
63.895,78.860,21.05,l_4yr_3,4YellowRound,POINT,24,2
64.466,78.860,21.05,u_4yr_3,4YellowRound,START,24,2
64.656,78.860,21.05,l_base,Base,START,24,2
68.171,78.860,21.05,BC,BrickClick,POINT,24,2
68.409,78.860,21.05,u_4yr_3,4YellowRound,STOP,24,2
68.694,78.860,21.05,l_base,Base,STOP,24,2
68.836,78.860,21.05,l_4yr_4,4YellowRound,POINT,24,2
69.026,78.860,21.05,u_4yr_4,4YellowRound,START,24,2
69.311,78.860,21.05,l_base,Base,START,24,2
71.116,78.860,21.05,BC,BrickClick,POINT,24,2
71.116,78.860,21.05,u_4yr_4,4YellowRound,STOP,24,2
71.211,78.860,21.05,l_3_os,3Orange,POINT,24,2
71.354,78.860,21.05,l_base,Base,STOP,24,2
71.544,78.860,21.05,l_base,Base,START,24,2
71.591,78.860,21.05,u_3_os,3Orange,START,24,2
74.394,78.860,21.05,BC,BrickClick,POINT,24,2
74.537,78.860,21.05,u_3_os,3Orange,STOP,24,2
75.154,78.860,21.05,l_base,Base,STOP,24,2
75.154,78.860,21.05,u_base,Base,STOP,24,2
0.045,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
2.282,152.420,22.35,l_1t,1transparent,POINT,24,3
2.819,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
3.132,152.420,22.35,l_4r_1,4Red,POINT,24,3
3.177,152.420,22.35,l_3_os,3Orange,POINT,24,3
3.311,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
3.803,152.420,22.35,l_3_os,3Orange,POINT,24,3
4.161,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
4.519,152.420,22.35,l_3_ob,3Orange,POINT,24,3
5.101,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
5.593,152.420,22.35,l_3_om,3Orange,POINT,24,3
5.906,152.420,22.35,l_3_os,3Orange,POINT,24,3
6.667,152.420,22.35,l_3_ob,3Orange,POINT,24,3
6.980,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
7.740,152.420,22.35,l_3_ob,3Orange,POINT,24,3
7.964,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
8.770,152.420,22.35,l_3_ob,3Orange,POINT,24,3
9.485,152.420,22.35,l_4yr_1,4YellowRound,POINT,24,3
9.799,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
10.649,152.420,22.35,l_1t,1transparent,POINT,24,3
10.917,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
11.230,152.420,22.35,u_2dr_2,2DarkRed,START,24,3
11.365,152.420,22.35,u_4r_1,4Red,START,24,3
11.588,152.420,22.35,l_3_ob,3Orange,POINT,24,3
12.662,152.420,22.35,l_4r_1,4Red,POINT,24,3
14.720,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
14.810,152.420,22.35,l_3_os,3Orange,POINT,24,3
15.660,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
17.673,152.420,22.35,u_4r_1,4Red,STOP,24,3
17.718,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
17.987,152.420,22.35,u_2dr_1,2DarkRed,START,24,3
18.255,152.420,22.35,l_3_os,3Orange,POINT,24,3
18.434,152.420,22.35,l_2dr_1,2DarkRed,POINT,24,3
19.016,152.420,22.35,l_3_os,3Orange,POINT,24,3
19.597,152.420,22.35,BC,BrickClick,POINT,24,3
19.642,152.420,22.35,l_conf,Configuration,POINT,24,3
19.776,152.420,22.35,l_4yr_2,4YellowRound,POINT,24,3
19.776,152.420,22.35,u_2dr_1,2DarkRed,STOP,24,3
19.776,152.420,22.35,u_2dr_2,2DarkRed,STOP,24,3
19.776,152.420,22.35,u_conf,Configuration,START,24,3
20.313,152.420,22.35,u_4r_1,4Red,START,24,3
20.805,152.420,22.35,l_4r_1,4Red,POINT,24,3
24.609,152.420,22.35,l_3_os,3Orange,POINT,24,3
25.996,152.420,22.35,BC,BrickClick,POINT,24,3
26.219,152.420,22.35,l_3_os,3Orange,POINT,24,3
26.264,152.420,22.35,u_4r_1,4Red,STOP,24,3
26.264,152.420,22.35,u_base,Base,START,24,3
26.264,152.420,22.35,u_conf,Configuration,STOP,24,3
26.622,152.420,22.35,l_4yr_1,4YellowRound,POINT,24,3
26.622,152.420,22.35,u_4yr_1,4YellowRound,START,24,3
28.814,152.420,22.35,BC,BrickClick,POINT,24,3
28.814,152.420,22.35,u_4yr_1,4YellowRound,STOP,24,3
29.530,152.420,22.35,u_4yr_3,4YellowRound,START,24,3
30.291,152.420,22.35,l_4r_3,4Red,POINT,24,3
30.425,152.420,22.35,u_4yr_3,4YellowRound,STOP,24,3
30.783,152.420,22.35,l_base,Base,START,24,3
30.828,152.420,22.35,u_4r_3,4Red,START,24,3
31.499,152.420,22.35,l_base,Base,STOP,24,3
31.544,152.420,22.35,l_4r_3,4Red,POINT,24,3
33.333,152.420,22.35,l_base,Base,START,24,3
35.839,152.420,22.35,l_base,Base,STOP,24,3
37.002,152.420,22.35,BC,BrickClick,POINT,24,3
37.002,152.420,22.35,u_4r_3,4Red,STOP,24,3
37.405,152.420,22.35,l_base,Base,START,24,3
39.060,152.420,22.35,remove,Remove,POINT,24,3
40.492,152.420,22.35,BC,BrickClick,POINT,24,3
42.506,152.420,22.35,remove,Remove,POINT,24,3
45.011,152.420,22.35,BC,BrickClick,POINT,24,3
45.190,152.420,22.35,l_base,Base,STOP,24,3
46.353,152.420,22.35,l_3_ob,3Orange,POINT,24,3
46.353,152.420,22.35,l_4yr_2,4YellowRound,POINT,24,3
46.443,152.420,22.35,u_4yr_2,4YellowRound,START,24,3
46.980,152.420,22.35,l_4yr_4,4YellowRound,POINT,24,3
47.204,152.420,22.35,l_3_os,3Orange,POINT,24,3
48.412,152.420,22.35,l_base,Base,START,24,3
48.859,152.420,22.35,BC,BrickClick,POINT,24,3
48.904,152.420,22.35,u_4yr_2,4YellowRound,STOP,24,3
49.038,152.420,22.35,l_base,Base,STOP,24,3
49.128,152.420,22.35,l_4r_4,4Red,POINT,24,3
49.262,152.420,22.35,u_4r_4,4Red,START,24,3
49.620,152.420,22.35,l_base,Base,START,24,3
51.499,152.420,22.35,l_base,Base,STOP,24,3
51.544,152.420,22.35,l_3_os,3Orange,POINT,24,3
