time,total_length,FPS,behavior,behavioral_category,status,participantID,block
120.252,199.790,18.22,u_4yr_3,4YellowRound,START,16,3
125.576,199.790,18.22,BC,BrickClick,POINT,16,3
125.576,199.790,18.22,u_4yr_3,4YellowRound,STOP,16,3
125.796,199.790,18.22,u_conf,Configuration,STOP,16,3
127.058,199.790,18.22,l_base,Base,START,16,3
127.497,199.790,18.22,l_base,Base,STOP,16,3
127.607,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
127.827,199.790,18.22,u_2dr_1,2DarkRed,START,16,3
127.881,199.790,18.22,l_3_ob,3Orange,POINT,16,3
128.375,199.790,18.22,u_2dr_1,2DarkRed,STOP,16,3
129.144,199.790,18.22,u_3_ob,3Orange,START,16,3
129.638,199.790,18.22,l_base,Base,START,16,3
131.943,199.790,18.22,BC,BrickClick,POINT,16,3
131.943,199.790,18.22,u_3_ob,3Orange,STOP,16,3
133.095,199.790,18.22,l_base,Base,STOP,16,3
133.425,199.790,18.22,l_2dr_1,2DarkRed,POINT,16,3
133.919,199.790,18.22,u_2dr_1,2DarkRed,START,16,3
134.029,199.790,18.22,l_base,Base,START,16,3
134.687,199.790,18.22,l_3_os,3Orange,POINT,16,3
134.907,199.790,18.22,u_2dr_1,2DarkRed,STOP,16,3
135.236,199.790,18.22,l_base,Base,STOP,16,3
135.346,199.790,18.22,l_3_om,3Orange,POINT,16,3
135.456,199.790,18.22,l_4r_4,4Red,POINT,16,3
135.895,199.790,18.22,u_4r_4,4Red,START,16,3
137.377,199.790,18.22,l_base,Base,START,16,3
137.541,199.790,18.22,BC,BrickClick,POINT,16,3
137.541,199.790,18.22,u_4r_4,4Red,STOP,16,3
137.651,199.790,18.22,l_base,Base,STOP,16,3
137.706,199.790,18.22,l_3_os,3Orange,POINT,16,3
137.706,199.790,18.22,l_4r_2,4Red,POINT,16,3
138.090,199.790,18.22,u_4r_2,4Red,START,16,3
138.255,199.790,18.22,l_base,Base,START,16,3
138.364,199.790,18.22,l_base,Base,STOP,16,3
141.218,199.790,18.22,BC,BrickClick,POINT,16,3
141.383,199.790,18.22,u_4r_2,4Red,STOP,16,3
141.877,199.790,18.22,l_3_os,3Orange,POINT,16,3
141.877,199.790,18.22,l_4r_2,4Red,POINT,16,3
142.151,199.790,18.22,l_base,Base,START,16,3
142.316,199.790,18.22,u_4r_2,4Red,START,16,3
149.067,199.790,18.22,BC,BrickClick,POINT,16,3
149.067,199.790,18.22,u_4r_2,4Red,STOP,16,3
149.232,199.790,18.22,l_base,Base,STOP,16,3
149.671,199.790,18.22,l_1t,1transparent,POINT,16,3
151.537,199.790,18.22,remove,Remove,POINT,16,3
154.501,199.790,18.22,l_3_om,3Orange,POINT,16,3
154.610,199.790,18.22,l_4r_1,4Red,POINT,16,3
154.775,199.790,18.22,l_3_os,3Orange,POINT,16,3
156.147,199.790,18.22,u_4r_1,4Red,START,16,3
158.178,199.790,18.22,l_base,Base,START,16,3
158.233,199.790,18.22,u_base,Base,START,16,3
164.050,199.790,18.22,BC,BrickClick,POINT,16,3
164.050,199.790,18.22,u_4r_1,4Red,STOP,16,3
166.630,199.790,18.22,l_base,Base,STOP,16,3
166.685,199.790,18.22,l_3_os,3Orange,POINT,16,3
167.453,199.790,18.22,u_base,Base,STOP,16,3
167.618,199.790,18.22,u_2dr_2,2DarkRed,START,16,3
168.551,199.790,18.22,l_base,Base,START,16,3
168.935,199.790,18.22,u_base,Base,START,16,3
169.868,199.790,18.22,l_base,Base,STOP,16,3
169.923,199.790,18.22,l_3_om,3Orange,POINT,16,3
170.252,199.790,18.22,l_base,Base,START,16,3
170.637,199.790,18.22,u_2dr_2,2DarkRed,STOP,16,3
170.856,199.790,18.22,l_base,Base,STOP,16,3
170.911,199.790,18.22,l_3_om,3Orange,POINT,16,3
171.240,199.790,18.22,u_3_om,3Orange,START,16,3
171.350,199.790,18.22,l_base,Base,START,16,3
172.448,199.790,18.22,BC,BrickClick,POINT,16,3
173.216,199.790,18.22,l_base,Base,STOP,16,3
173.326,199.790,18.22,l_4yr_3,4YellowRound,POINT,16,3
173.600,199.790,18.22,u_3_om,3Orange,STOP,16,3
173.820,199.790,18.22,l_1t,1transparent,POINT,16,3
174.149,199.790,18.22,l_base,Base,START,16,3
174.479,199.790,18.22,u_2dr_2,2DarkRed,START,16,3
175.467,199.790,18.22,l_base,Base,STOP,16,3
175.521,199.790,18.22,l_2dr_2,2DarkRed,POINT,16,3
176.125,199.790,18.22,l_base,Base,START,16,3
178.760,199.790,18.22,l_base,Base,STOP,16,3
178.814,199.790,18.22,l_4yr_2,4YellowRound,POINT,16,3
179.144,199.790,18.22,u_2dr_2,2DarkRed,STOP,16,3
179.363,199.790,18.22,l_1t,1transparent,POINT,16,3
180.077,199.790,18.22,l_base,Base,START,16,3
180.571,199.790,18.22,u_1t,1transparent,START,16,3
184.907,199.790,18.22,BC,BrickClick,POINT,16,3
184.907,199.790,18.22,u_1t,1transparent,STOP,16,3
189.188,199.790,18.22,remove,Remove,POINT,16,3
193.249,199.790,18.22,u_1t,1transparent,START,16,3
194.347,199.790,18.22,BC,BrickClick,POINT,16,3
194.731,199.790,18.22,u_1t,1transparent,STOP,16,3
195.005,199.790,18.22,l_base,Base,STOP,16,3
196.762,199.790,18.22,u_base,Base,STOP,16,3
1.712,96.030,20.44,l_2dr_1,2DarkRed,POINT,18,1
1.712,96.030,20.44,l_4r_1,4Red,POINT,18,1
2.153,96.030,20.44,l_2dr_1,2DarkRed,POINT,18,1
2.740,96.030,20.44,l_3_ob,3Orange,POINT,18,1
3.229,96.030,20.44,l_4r_1,4Red,POINT,18,1
4.795,96.030,20.44,l_4r_2,4Red,POINT,18,1
4.941,96.030,20.44,l_4yr_1,4YellowRound,POINT,18,1
5.235,96.030,20.44,l_3_ob,3Orange,POINT,18,1
5.626,96.030,20.44,l_2dr_1,2DarkRed,POINT,18,1
5.871,96.030,20.44,l_4r_3,4Red,POINT,18,1
6.311,96.030,20.44,l_2dr_1,2DarkRed,POINT,18,1
6.311,96.030,20.44,l_3_ob,3Orange,POINT,18,1
6.800,96.030,20.44,l_2dr_1,2DarkRed,POINT,18,1
6.947,96.030,20.44,l_4r_1,4Red,POINT,18,1
7.730,96.030,20.44,l_4yr_1,4YellowRound,POINT,18,1
7.926,96.030,20.44,l_4r_2,4Red,POINT,18,1
8.464,96.030,20.44,l_1t,1transparent,POINT,18,1
8.708,96.030,20.44,l_4r_1,4Red,POINT,18,1
8.904,96.030,20.44,l_2dr_1,2DarkRed,POINT,18,1
9.247,96.030,20.44,l_4r_3,4Red,POINT,18,1
9.540,96.030,20.44,l_3_om,3Orange,POINT,18,1
10.029,96.030,20.44,l_3_ob,3Orange,POINT,18,1
10.323,96.030,20.44,l_2dr_1,2DarkRed,POINT,18,1
10.519,96.030,20.44,l_4r_2,4Red,POINT,18,1
10.959,96.030,20.44,l_3_ob,3Orange,POINT,18,1
11.595,96.030,20.44,l_4r_1,4Red,POINT,18,1
12.035,96.030,20.44,l_4r_4,4Red,POINT,18,1
12.720,96.030,20.44,l_4r_2,4Red,POINT,18,1
12.867,96.030,20.44,l_1t,1transparent,POINT,18,1
13.258,96.030,20.44,u_2dr_2,2DarkRed,START,18,1
13.601,96.030,20.44,l_4yr_2,4YellowRound,POINT,18,1
13.650,96.030,20.44,u_4yr_2,4YellowRound,START,18,1
14.873,96.030,20.44,BC,BrickClick,POINT,18,1
14.873,96.030,20.44,u_2dr_2,2DarkRed,STOP,18,1
14.873,96.030,20.44,u_4yr_2,4YellowRound,STOP,18,1
15.020,96.030,20.44,u_conf,Configuration,START,18,1
15.607,96.030,20.44,l_conf,Configuration,POINT,18,1
17.661,96.030,20.44,u_4yr_1,4YellowRound,START,18,1
17.857,96.030,20.44,l_conf,Configuration,POINT,18,1
19.765,96.030,20.44,BC,BrickClick,POINT,18,1
22.603,96.030,20.44,remove,Remove,POINT,18,1
22.750,96.030,20.44,remove,Remove,POINT,18,1
24.853,96.030,20.44,BC,BrickClick,POINT,18,1
26.663,96.030,20.44,BC,BrickClick,POINT,18,1
26.663,96.030,20.44,u_4yr_1,4YellowRound,STOP,18,1
26.663,96.030,20.44,u_conf,Configuration,STOP,18,1
26.810,96.030,20.44,u_base,Base,START,18,1
26.908,96.030,20.44,l_3_om,3Orange,POINT,18,1
27.104,96.030,20.44,l_2dr_1,2DarkRed,POINT,18,1
27.202,96.030,20.44,u_4yr_4,4YellowRound,START,18,1
27.348,96.030,20.44,l_4r_2,4Red,POINT,18,1
27.642,96.030,20.44,l_1t,1transparent,POINT,18,1
29.354,96.030,20.44,BC,BrickClick,POINT,18,1
29.354,96.030,20.44,u_4yr_4,4YellowRound,STOP,18,1
29.501,96.030,20.44,l_3_ob,3Orange,POINT,18,1
30.039,96.030,20.44,u_4yr_3,4YellowRound,START,18,1
30.186,96.030,20.44,l_base,Base,START,18,1
30.773,96.030,20.44,l_4r_2,4Red,POINT,18,1
30.773,96.030,20.44,l_base,Base,STOP,18,1
31.800,96.030,20.44,l_4r_1,4Red,POINT,18,1
31.898,96.030,20.44,BC,BrickClick,POINT,18,1
32.192,96.030,20.44,u_4yr_3,4YellowRound,STOP,18,1
32.485,96.030,20.44,l_1t,1transparent,POINT,18,1
33.023,96.030,20.44,remove,Remove,POINT,18,1
33.219,96.030,20.44,l_4r_1,4Red,POINT,18,1
33.219,96.030,20.44,remove,Remove,POINT,18,1
33.659,96.030,20.44,l_4r_1,4Red,POINT,18,1
33.953,96.030,20.44,u_4r_1,4Red,START,18,1
34.198,96.030,20.44,l_base,Base,START,18,1
35.616,96.030,20.44,BC,BrickClick,POINT,18,1
35.616,96.030,20.44,l_base,Base,STOP,18,1
35.616,96.030,20.44,u_4r_1,4Red,STOP,18,1
36.106,96.030,20.44,l_4r_2,4Red,POINT,18,1
36.301,96.030,20.44,u_4r_2,4Red,START,18,1
36.350,96.030,20.44,l_base,Base,START,18,1
37.867,96.030,20.44,l_4r_3,4Red,POINT,18,1
37.867,96.030,20.44,l_base,Base,STOP,18,1
38.748,96.030,20.44,BC,BrickClick,POINT,18,1
38.796,96.030,20.44,u_4r_2,4Red,STOP,18,1
38.894,96.030,20.44,l_4r_1,4Red,POINT,18,1
39.139,96.030,20.44,l_3_ob,3Orange,POINT,18,1
39.628,96.030,20.44,remove,Remove,POINT,18,1
39.775,96.030,20.44,l_4yr_1,4YellowRound,POINT,18,1
40.068,96.030,20.44,l_3_ob,3Orange,POINT,18,1
40.264,96.030,20.44,remove,Remove,POINT,18,1
40.362,96.030,20.44,l_3_ob,3Orange,POINT,18,1
40.998,96.030,20.44,u_4r_4,4Red,START,18,1
41.096,96.030,20.44,l_4yr_1,4YellowRound,POINT,18,1
41.292,96.030,20.44,l_1t,1transparent,POINT,18,1
42.025,96.030,20.44,l_base,Base,START,18,1
42.368,96.030,20.44,BC,BrickClick,POINT,18,1
42.808,96.030,20.44,l_base,Base,STOP,18,1
42.857,96.030,20.44,l_3_om,3Orange,POINT,18,1
43.102,96.030,20.44,l_2dr_1,2DarkRed,POINT,18,1
43.102,96.030,20.44,u_4r_4,4Red,STOP,18,1
43.297,96.030,20.44,l_4r_3,4Red,POINT,18,1
43.689,96.030,20.44,u_4r_3,4Red,START,18,1
43.982,96.030,20.44,l_4yr_1,4YellowRound,POINT,18,1
45.059,96.030,20.44,BC,BrickClick,POINT,18,1
45.450,96.030,20.44,l_base,Base,START,18,1
46.575,96.030,20.44,u_4r_3,4Red,STOP,18,1
46.624,96.030,20.44,l_base,Base,STOP,18,1
46.673,96.030,20.44,l_3_om,3Orange,POINT,18,1
46.918,96.030,20.44,l_4yr_4,4YellowRound,POINT,18,1
47.016,96.030,20.44,u_4yr_4,4YellowRound,START,18,1
47.260,96.030,20.44,l_4yr_1,4YellowRound,POINT,18,1
48.092,96.030,20.44,l_base,Base,START,18,1
48.581,96.030,20.44,BC,BrickClick,POINT,18,1
48.581,96.030,20.44,l_4yr_1,4YellowRound,POINT,18,1
48.581,96.030,20.44,l_base,Base,STOP,18,1
48.728,96.030,20.44,l_4yr_1,4YellowRound,POINT,18,1
48.728,96.030,20.44,u_4yr_4,4YellowRound,STOP,18,1
49.315,96.030,20.44,u_4yr_1,4YellowRound,START,18,1
51.174,96.030,20.44,l_base,Base,START,18,1
51.810,96.030,20.44,BC,BrickClick,POINT,18,1
51.810,96.030,20.44,u_4yr_1,4YellowRound,STOP,18,1
52.006,96.030,20.44,l_base,Base,STOP,18,1
52.299,96.030,20.44,l_3_os,3Orange,POINT,18,1
52.446,96.030,20.44,u_4yr_3,4YellowRound,START,18,1
52.495,96.030,20.44,l_base,Base,START,18,1
54.501,96.030,20.44,BC,BrickClick,POINT,18,1
54.550,96.030,20.44,l_base,Base,STOP,18,1
54.697,96.030,20.44,u_4yr_3,4YellowRound,STOP,18,1
55.528,96.030,20.44,l_4yr_2,4YellowRound,POINT,18,1
55.626,96.030,20.44,u_4yr_2,4YellowRound,START,18,1
56.115,96.030,20.44,l_base,Base,START,18,1
56.605,96.030,20.44,l_base,Base,STOP,18,1
56.654,96.030,20.44,l_2dr_1,2DarkRed,POINT,18,1
57.192,96.030,20.44,l_base,Base,START,18,1
57.583,96.030,20.44,l_base,Base,STOP,18,1
57.632,96.030,20.44,l_1t,1transparent,POINT,18,1
57.632,96.030,20.44,l_3_os,3Orange,POINT,18,1
58.170,96.030,20.44,BC,BrickClick,POINT,18,1
58.170,96.030,20.44,u_4yr_2,4YellowRound,STOP,18,1
58.659,96.030,20.44,l_base,Base,START,18,1
58.757,96.030,20.44,u_1t,1transparent,START,18,1
59.247,96.030,20.44,l_base,Base,STOP,18,1
59.344,96.030,20.44,l_2dr_1,2DarkRed,POINT,18,1
59.638,96.030,20.44,l_3_ob,3Orange,POINT,18,1
60.029,96.030,20.44,u_1t,1transparent,STOP,18,1
60.616,96.030,20.44,u_2dr_1,2DarkRed,START,18,1
60.763,96.030,20.44,l_base,Base,START,18,1
63.258,96.030,20.44,BC,BrickClick,POINT,18,1
63.258,96.030,20.44,l_base,Base,STOP,18,1
63.307,96.030,20.44,u_2dr_1,2DarkRed,STOP,18,1
63.356,96.030,20.44,l_3_ob,3Orange,POINT,18,1
63.796,96.030,20.44,u_1t,1transparent,START,18,1
64.335,96.030,20.44,l_base,Base,START,18,1
65.949,96.030,20.44,BC,BrickClick,POINT,18,1
66.047,96.030,20.44,l_base,Base,STOP,18,1
66.096,96.030,20.44,l_3_ob,3Orange,POINT,18,1
66.389,96.030,20.44,l_3_os,3Orange,POINT,18,1
66.732,96.030,20.44,l_base,Base,START,18,1
68.053,96.030,20.44,BC,BrickClick,POINT,18,1
68.053,96.030,20.44,u_1t,1transparent,STOP,18,1
68.151,96.030,20.44,l_base,Base,STOP,18,1
68.444,96.030,20.44,l_3_ob,3Orange,POINT,18,1
68.591,96.030,20.44,u_3_ob,3Orange,START,18,1
68.836,96.030,20.44,l_base,Base,START,18,1
70.157,96.030,20.44,l_base,Base,STOP,18,1
70.303,96.030,20.44,l_3_om,3Orange,POINT,18,1
72.847,96.030,20.44,BC,BrickClick,POINT,18,1
72.847,96.030,20.44,u_3_ob,3Orange,STOP,18,1
73.288,96.030,20.44,l_3_om,3Orange,POINT,18,1
73.434,96.030,20.44,l_base,Base,START,18,1
73.434,96.030,20.44,u_3_om,3Orange,START,18,1
76.419,96.030,20.44,BC,BrickClick,POINT,18,1
76.419,96.030,20.44,u_3_om,3Orange,STOP,18,1
76.712,96.030,20.44,l_base,Base,STOP,18,1
76.908,96.030,20.44,l_3_os,3Orange,POINT,18,1
76.957,96.030,20.44,l_base,Base,START,18,1
80.431,96.030,20.44,u_4yr_3,4YellowRound,START,18,1
81.703,96.030,20.44,BC,BrickClick,POINT,18,1
81.703,96.030,20.44,u_4yr_3,4YellowRound,STOP,18,1
83.513,96.030,20.44,l_base,Base,STOP,18,1
83.562,96.030,20.44,l_3_om,3Orange,POINT,18,1
83.708,96.030,20.44,l_base,Base,START,18,1
83.855,96.030,20.44,u_3_os,3Orange,START,18,1
86.301,96.030,20.44,BC,BrickClick,POINT,18,1
86.546,96.030,20.44,u_3_os,3Orange,STOP,18,1
87.084,96.030,20.44,l_base,Base,STOP,18,1
87.084,96.030,20.44,u_base,Base,STOP,18,1
0.041,89.960,24.65,l_3_ob,3Orange,POINT,18,2
0.690,89.960,24.65,l_2dr_1,2DarkRed,POINT,18,2
0.892,89.960,24.65,l_4yr_1,4YellowRound,POINT,18,2
1.217,89.960,24.65,l_3_ob,3Orange,POINT,18,2
1.947,89.960,24.65,l_1t,1transparent,POINT,18,2
1.947,89.960,24.65,l_2dr_1,2DarkRed,POINT,18,2
2.191,89.960,24.65,l_4r_1,4Red,POINT,18,2
2.515,89.960,24.65,l_3_ob,3Orange,POINT,18,2
4.909,89.960,24.65,l_3_ob,3Orange,POINT,18,2
7.262,89.960,24.65,l_3_ob,3Orange,POINT,18,2
7.748,89.960,24.65,l_1t,1transparent,POINT,18,2
9.047,89.960,24.65,l_3_ob,3Orange,POINT,18,2
9.655,89.960,24.65,l_1t,1transparent,POINT,18,2
9.939,89.960,24.65,l_2dr_1,2DarkRed,POINT,18,2
10.264,89.960,24.65,l_3_ob,3Orange,POINT,18,2
10.467,89.960,24.65,l_1t,1transparent,POINT,18,2
11.278,89.960,24.65,u_2dr_1,2DarkRed,START,18,2
12.089,89.960,24.65,l_1t,1transparent,POINT,18,2
12.252,89.960,24.65,u_4r_1,4Red,START,18,2
12.738,89.960,24.65,l_3_ob,3Orange,POINT,18,2
13.874,89.960,24.65,l_2dr_1,2DarkRed,POINT,18,2
14.523,89.960,24.65,BC,BrickClick,POINT,18,2
14.686,89.960,24.65,u_2dr_1,2DarkRed,STOP,18,2
14.686,89.960,24.65,u_4r_1,4Red,STOP,18,2
14.686,89.960,24.65,u_conf,Configuration,START,18,2
14.970,89.960,24.65,l_3_ob,3Orange,POINT,18,2
15.294,89.960,24.65,u_4r_2,4Red,START,18,2
15.456,89.960,24.65,l_conf,Configuration,POINT,18,2
17.972,89.960,24.65,BC,BrickClick,POINT,18,2
17.972,89.960,24.65,u_4r_2,4Red,STOP,18,2
18.053,89.960,24.65,l_3_om,3Orange,POINT,18,2
18.053,89.960,24.65,u_base,Base,START,18,2
18.053,89.960,24.65,u_conf,Configuration,STOP,18,2
18.824,89.960,24.65,u_4r_3,4Red,START,18,2
20.730,89.960,24.65,BC,BrickClick,POINT,18,2
20.771,89.960,24.65,u_4r_3,4Red,STOP,18,2
22.921,89.960,24.65,u_4r_4,4Red,START,18,2
23.408,89.960,24.65,l_base,Base,START,18,2
23.611,89.960,24.65,l_base,Base,STOP,18,2
23.976,89.960,24.65,l_4yr_1,4YellowRound,POINT,18,2
24.138,89.960,24.65,u_4yr_1,4YellowRound,START,18,2
24.828,89.960,24.65,BC,BrickClick,POINT,18,2
25.112,89.960,24.65,l_base,Base,START,18,2
25.801,89.960,24.65,u_4r_4,4Red,STOP,18,2
29.452,89.960,24.65,BC,BrickClick,POINT,18,2
29.452,89.960,24.65,u_4yr_1,4YellowRound,STOP,18,2
29.493,89.960,24.65,l_base,Base,STOP,18,2
29.858,89.960,24.65,l_3_ob,3Orange,POINT,18,2
30.304,89.960,24.65,u_4yr_2,4YellowRound,START,18,2
30.426,89.960,24.65,l_base,Base,START,18,2
32.292,89.960,24.65,BC,BrickClick,POINT,18,2
32.292,89.960,24.65,u_4yr_2,4YellowRound,STOP,18,2
32.373,89.960,24.65,l_4yr_3,4YellowRound,POINT,18,2
32.373,89.960,24.65,l_base,Base,STOP,18,2
32.495,89.960,24.65,l_3_om,3Orange,POINT,18,2
32.495,89.960,24.65,l_4yr_4,4YellowRound,POINT,18,2
32.901,89.960,24.65,l_base,Base,START,18,2
32.941,89.960,24.65,u_4yr_3,4YellowRound,START,18,2
35.213,89.960,24.65,BC,BrickClick,POINT,18,2
35.213,89.960,24.65,u_4yr_3,4YellowRound,STOP,18,2
35.294,89.960,24.65,l_base,Base,STOP,18,2
35.416,89.960,24.65,l_4yr_4,4YellowRound,POINT,18,2
35.740,89.960,24.65,l_base,Base,START,18,2
35.862,89.960,24.65,u_4yr_4,4YellowRound,START,18,2
37.566,89.960,24.65,BC,BrickClick,POINT,18,2
37.566,89.960,24.65,u_4yr_4,4YellowRound,STOP,18,2
41.420,89.960,24.65,u_3_ob,3Orange,START,18,2
45.314,89.960,24.65,BC,BrickClick,POINT,18,2
45.801,89.960,24.65,u_3_ob,3Orange,STOP,18,2
46.329,89.960,24.65,l_base,Base,STOP,18,2
46.369,89.960,24.65,l_3_om,3Orange,POINT,18,2
46.694,89.960,24.65,l_1t,1transparent,POINT,18,2
47.302,89.960,24.65,l_base,Base,START,18,2
47.302,89.960,24.65,u_1t,1transparent,START,18,2
53.185,89.960,24.65,remove,Remove,POINT,18,2
53.631,89.960,24.65,l_base,Base,STOP,18,2
53.996,89.960,24.65,l_conf,Configuration,POINT,18,2
54.037,89.960,24.65,u_conf,Configuration,START,18,2
55.984,89.960,24.65,BC,BrickClick,POINT,18,2
56.024,89.960,24.65,u_conf,Configuration,STOP,18,2
56.065,89.960,24.65,l_base,Base,START,18,2
57.201,89.960,24.65,remove,Remove,POINT,18,2
57.282,89.960,24.65,l_base,Base,STOP,18,2
57.282,89.960,24.65,l_conf,Configuration,POINT,18,2
58.256,89.960,24.65,remove,Remove,POINT,18,2
58.540,89.960,24.65,l_conf,Configuration,POINT,18,2
59.229,89.960,24.65,u_conf,Configuration,START,18,2
60.771,89.960,24.65,BC,BrickClick,POINT,18,2
60.771,89.960,24.65,u_conf,Configuration,STOP,18,2
60.974,89.960,24.65,l_conf,Configuration,POINT,18,2
61.420,89.960,24.65,u_conf,Configuration,START,18,2
61.704,89.960,24.65,l_base,Base,START,18,2
62.840,89.960,24.65,BC,BrickClick,POINT,18,2
62.840,89.960,24.65,u_conf,Configuration,STOP,18,2
63.529,89.960,24.65,l_base,Base,STOP,18,2
63.854,89.960,24.65,l_3_ob,3Orange,POINT,18,2
64.341,89.960,24.65,u_conf,Configuration,START,18,2
64.381,89.960,24.65,l_base,Base,START,18,2
65.923,89.960,24.65,BC,BrickClick,POINT,18,2
65.923,89.960,24.65,u_conf,Configuration,STOP,18,2
66.856,89.960,24.65,l_base,Base,STOP,18,2
67.018,89.960,24.65,u_2dr_2,2DarkRed,START,18,2
67.343,89.960,24.65,l_3_ob,3Orange,POINT,18,2
67.748,89.960,24.65,u_1t,1transparent,STOP,18,2
67.789,89.960,24.65,l_base,Base,START,18,2
68.154,89.960,24.65,u_2dr_2,2DarkRed,STOP,18,2
68.682,89.960,24.65,u_3_ob,3Orange,START,18,2
71.034,89.960,24.65,l_base,Base,STOP,18,2
71.075,89.960,24.65,BC,BrickClick,POINT,18,2
71.075,89.960,24.65,u_3_ob,3Orange,STOP,18,2
71.197,89.960,24.65,l_2dr_2,2DarkRed,POINT,18,2
71.318,89.960,24.65,l_3_os,3Orange,POINT,18,2
71.805,89.960,24.65,l_2dr_2,2DarkRed,POINT,18,2
72.089,89.960,24.65,l_1t,1transparent,POINT,18,2
72.170,89.960,24.65,u_1t,1transparent,START,18,2
72.495,89.960,24.65,l_base,Base,START,18,2
74.320,89.960,24.65,BC,BrickClick,POINT,18,2
75.294,89.960,24.65,u_1t,1transparent,STOP,18,2
75.578,89.960,24.65,l_base,Base,STOP,18,2
75.659,89.960,24.65,l_2dr_2,2DarkRed,POINT,18,2
76.065,89.960,24.65,u_2dr_2,2DarkRed,START,18,2
76.592,89.960,24.65,l_base,Base,START,18,2
80.122,89.960,24.65,BC,BrickClick,POINT,18,2
80.122,89.960,24.65,u_2dr_2,2DarkRed,STOP,18,2
80.243,89.960,24.65,l_base,Base,STOP,18,2
80.325,89.960,24.65,l_3_om,3Orange,POINT,18,2
80.487,89.960,24.65,l_base,Base,START,18,2
81.704,89.960,24.65,l_base,Base,STOP,18,2
81.744,89.960,24.65,l_3_os,3Orange,POINT,18,2
82.110,89.960,24.65,l_base,Base,START,18,2
82.110,89.960,24.65,u_3_os,3Orange,START,18,2
85.193,89.960,24.65,BC,BrickClick,POINT,18,2
85.193,89.960,24.65,u_3_os,3Orange,STOP,18,2
85.355,89.960,24.65,l_base,Base,STOP,18,2
85.436,89.960,24.65,l_3_om,3Orange,POINT,18,2
85.882,89.960,24.65,l_base,Base,START,18,2
85.882,89.960,24.65,u_3_om,3Orange,START,18,2
86.491,89.960,24.65,BC,BrickClick,POINT,18,2
86.653,89.960,24.65,u_3_om,3Orange,STOP,18,2
87.140,89.960,24.65,u_base,Base,STOP,18,2
87.221,89.960,24.65,l_base,Base,STOP,18,2
0.497,93.270,20.11,l_4yr_1,4YellowRound,POINT,18,3
1.144,93.270,20.11,l_4yr_2,4YellowRound,POINT,18,3
1.542,93.270,20.11,l_3_ob,3Orange,POINT,18,3
1.939,93.270,20.11,l_3_os,3Orange,POINT,18,3
2.586,93.270,20.11,l_4r_1,4Red,POINT,18,3
6.017,93.270,20.11,l_4r_1,4Red,POINT,18,3
6.116,93.270,20.11,l_4yr_2,4YellowRound,POINT,18,3
6.713,93.270,20.11,l_3_ob,3Orange,POINT,18,3
7.558,93.270,20.11,l_4yr_2,4YellowRound,POINT,18,3
9.050,93.270,20.11,l_3_ob,3Orange,POINT,18,3
11.089,93.270,20.11,l_1t,1transparent,POINT,18,3
11.238,93.270,20.11,l_4r_2,4Red,POINT,18,3
11.338,93.270,20.11,l_4r_3,4Red,POINT,18,3
11.785,93.270,20.11,l_4yr_1,4YellowRound,POINT,18,3
11.835,93.270,20.11,u_2dr_1,2DarkRed,START,18,3
11.885,93.270,20.11,u_2dr_2,2DarkRed,START,18,3
14.421,93.270,20.11,u_3_ob,3Orange,START,18,3
16.758,93.270,20.11,l_4r_2,4Red,POINT,18,3
16.907,93.270,20.11,BC,BrickClick,POINT,18,3
16.907,93.270,20.11,u_2dr_1,2DarkRed,STOP,18,3
16.907,93.270,20.11,u_2dr_2,2DarkRed,STOP,18,3
16.907,93.270,20.11,u_3_ob,3Orange,STOP,18,3
16.907,93.270,20.11,u_base,Base,START,18,3
17.553,93.270,20.11,u_3_os,3Orange,START,18,3
18.349,93.270,20.11,u_3_os,3Orange,STOP,18,3
18.399,93.270,20.11,l_4yr_3,4YellowRound,POINT,18,3
18.896,93.270,20.11,u_3_om,3Orange,START,18,3
20.537,93.270,20.11,BC,BrickClick,POINT,18,3
20.537,93.270,20.11,u_3_om,3Orange,STOP,18,3
20.786,93.270,20.11,l_4yr_3,4YellowRound,POINT,18,3
20.935,93.270,20.11,l_4r_2,4Red,POINT,18,3
21.084,93.270,20.11,u_4r_4,4Red,START,18,3
21.979,93.270,20.11,l_4yr_4,4YellowRound,POINT,18,3
22.675,93.270,20.11,BC,BrickClick,POINT,18,3
22.675,93.270,20.11,u_4r_4,4Red,STOP,18,3
22.874,93.270,20.11,u_4r_2,4Red,START,18,3
22.924,93.270,20.11,l_base,Base,START,18,3
23.471,93.270,20.11,l_base,Base,STOP,18,3
25.510,93.270,20.11,BC,BrickClick,POINT,18,3
25.559,93.270,20.11,u_4r_2,4Red,STOP,18,3
25.609,93.270,20.11,l_4r_3,4Red,POINT,18,3
25.858,93.270,20.11,u_4r_3,4Red,START,18,3
26.504,93.270,20.11,l_base,Base,START,18,3
27.598,93.270,20.11,BC,BrickClick,POINT,18,3
27.598,93.270,20.11,l_1t,1transparent,POINT,18,3
27.598,93.270,20.11,l_base,Base,STOP,18,3
27.598,93.270,20.11,u_4r_3,4Red,STOP,18,3
28.245,93.270,20.11,l_1t,1transparent,POINT,18,3
28.543,93.270,20.11,l_4r_1,4Red,POINT,18,3
28.642,93.270,20.11,u_4r_1,4Red,START,18,3
28.891,93.270,20.11,l_base,Base,START,18,3
